tweet,place
"مكان جميل جدا وانصح بزيارته لناس اللي يحبون الاشياء التاريخيه القديمه ويوجد فيه مطعم وسوق في الدور الثاني وتذاكر الدخول مقبوله جدا ٢٠﷼ فقط لكن اسعار في السوق لديهم مرتفعه",10
"الموقع جميل جدا الاستقبال و التعامل مميز جدا الخدمة ممتازة
الاكل مميز و خصوصا كبسة اللحم كانت مميزة و لذيذة
اللحم بلدي و طازج …",10
"مكان مميز ويستحق الزيارة
يوجد رسوم دخول ٢٠ ريال للكبار فقط
مطعم …",10
"المكان جمييييييييييل جدًا جدًا و ممتع ، تعبانين عليه ما شاء الله .

لكن الاكل يحتاج له الى تحسين 6 من 10",10
مطعم و متحف و مقهى شعبي. مناسب للجميع. الدخول بقيمة ٢٠ ريال للشخص. طبخاته خليجية لذيذة.,10
"مكان يستحق الزيارة
بس أسعاره مبالغ فيه ⚠️",10
القرية فيها متحف رائع،، ومطعم متميز.. واطلالة بحرية وسوق شعبي,10
المكان حلو تراثي مرتب المتحف رهيب ، دخول الكبار ب٢٠ والاطفال مجانا ،بعض الغرف فيه مسكرة مثل غرفة التصوير وصالة العاب الاطفال والمرسم ، باقي المطعم والسوق البسيط والمتحف,10
تجربة ممتازة والمتحف روعة لتجربة لمرة واحد والمطعم اكله لا باس به,10
"ماجربت المطعم ولا الكوفي
لكن المكان رايق وممتاز والخدمة ممتازة
المتحف روعه",10
"لم نستمتع مع الفرق الشعبيه الشراقاويه فقط متواجده بالطابق العلوي حيث لايوجد كراسي فلايستطيع الشخص الوقوف فترات طويله مع رفض المشرف لانزالهم للبهو
رقصات البهو غير منظمه …",10
قرية شعبية وكورنيش جميل جدا حلوه الجلسة فيه ويوجد الألعاب اطفال,10
"مكان رايع لقضاء عطله نهايه االاسبوع",10
"المطعم جميل والاكل لذيذ والمكان كويس لكن استغلالين لدرجة كبيرة!!
الدخول عليه رسوم ٢٠ ريال للشخص
والجلسات الأرضية اللي بباقي المطاعم مجانًا ب١٠٠ ريال عندهم! يعني احنا عائلة …",10
مكان جدا جميل للتعريف عن  ماضي مناطق السعودية  جلسات متنوعه حسب مناطق المملكه الاكل لذيذ والاستقبال رائع,10
جدا روعه كان مكان جميل عكس ماسمعت عنه وغرف نظيفه وأكلهم رآئع والحمدلله.. بس اللي بيطلب مقلقل ربيان يطلب ٢👍الكميه قليله ولذيذه والسعر فوق كميته بس لذيذ.. شكراااا للقريه على كل شي جميل💐,10
"رسوم الدخول ٢٠ريالا ولكنها بالمقارنه بالمتحف والجلسات تعتبر مقبوله جدا جدا
والمكان محترم جدا والمتحف اكثر من رائع انصح بزيارته
ولمن كان عمره ٥٠ عاما واكثر سوف تجد فيه رائحه الماضي الجميله وزمن الطيبين
٧/١/١٤٤٣",10
"مكان تراثي جميل ومرتب
الدخول ب٢٠ ريال
جلسات خاصة ٥٠ ريال …",10
سمعت ان المكان جداً جمييييل راح ازورها قررريب باذن الله,10
"الديكورات حلوه ، بس للأسف ماديين بزيادة كل شي برسوم .

*الدخول للقرية برسوم للشخص الواحد ٢٠ ريال تخيلو لو واحد بيجي بعائله كبيرة كم …",10
مكان حلو منوع للكبار والصغار اللي يبي يتمشى او يتسوق للبيت ويرتب,10
"السلام عليكم ورحمة الله وبركاته

الطراز القديم جميل ومريح نفسياً .. الاكل جيد جداً",10
"من أفضل الأماكن جمال وديكور وجلسات وتاريخ وطراز يذكر بالماضي والمكان يكمل جمالة في وقت البراد متعة الاسرخاء
ومتعة الأكل الشعبي",10
"تجربة رائعه وتستاهل كل ريال يندفع فيها ..
الدخول 20 ريال للكبار
الاطفال مجاناً …",10
رااائع .... روح المكان تتنفس ... الله الشرقية وجمالها ، الموقع والنظافة والترتيب وطريقة العرض كله جمييييل .,10
يجمع القديم والجديد..والترفيه والتسوق..وجميع الاحتياجات الشخصية والمنزليه..والاسعار المناسبة جدا..تجربة ثريه,10
"جميلة ونظيفة ومرتبة وافضل من الفرع القديم لكن للاسف الاسعار مبالغ فيها ٢٠ ريال دخول فقط ثم اسعار الماكولات عالية والاواني صغيرة .
تكلفة العائلة من ٤ اشخاص لايقل عن ٥٠٠ ريال . …",10
"مكان رائع جدا
والخدمات ممتازة
استمتعنا كثيرا بكل التفاصيل …",10
جيد والاكل لذيذ لكن الدخول للفرد ب ٢٠ ريال وسعر الاكل غالي للغاية. المتحف بسيط ولا يستحق تذكرة ٢٠ للفرد.,10
"تحفة هندسية و سياحية يشكر صاحب القرية على هذا العمل الكبيييييير حيث يحوي
مطعم
متحف …",10
"نجمتين بس علشانه بالدمام
الملاحظات :-
1.الدخول للشخص الواحد بـ20 ريال …",10
عجبني المكان مره 'رسوم الدخول ٢٠ ريال بس يستاهل معرض للاثار والسيارات والقصاصات القديمه صراحه يستاهل العنوه. ويوجد كافيهات وجلسات شعبيه وطاولات.,10
مكان جميل ورائع....انصح كل سائح جاي الدمام يزورها للتعرف على التراث ...والتسوق ...والأكل الشعبي ...وشبه الشاي روقاااان👌🏻,10
مكان اكثر من رائع لضيوف وزوار المنطقة الشرقية. يقدم المأكولات الشعبية من جميع مناطق المملكه ويحتوي على متحف متوسط الحجم وسوق شعبي صغير لبيع بعض المنتوجات المحلية الشعبيه القديمه.,10
ماعندي استطاعه ادفع ٢٠ عشان اتفرج على خرابيط انا جاي اكل ليش يحدون العالم تدفع رسوم .. راح يقل زباينكم بعد فتره وشكرا,10
مطعم متكامل واكثر من رائع يستحق الزيارة,10
جميل وطبق الاظلاع لذيذ. والاسعار لذوي الميزانيات المرتفعه,10
فكرة ممتازه لكن يعيبها ارتفاع سعر التذاكر الشخص الواحد20 ريال اذا الواحد معاه مجموعة من الاشخاص تكون مكلفة عليه لو تصير بمبلغ زمزي افضل  في الدخول يوجد بها مطعم ومتحف وسوق شعبي …,10
مكان جميل والديكور أجمل لكن اسعار الوجبات مبالغ فيها يبغالك فوق الخمس ميه ريال مبلغ,10
"ماشاء الله جميل ومميز وتراثي ،،، ينفع تستقبل فيه ضيوفك من بره المنطقه او من خارج السعوديه. سيتم نقله الي الواجهة البحريه. الأكلات الشعبيه متنوعه ونظيفه ولذيذه. والعاملين علي المكان محترمين جداً. أوصي الجميع بزيارته والاستمتاع بالأجواء وعبق …",10
"جميل ونظيف ويوجد به غرفه خاصه برسوم..
وفيه ومتخف بالدور الثاني..
ومناسب جداً للعوائل..",10
مكان ياخذك الى عبق الماضي وجمال الحاضر حيث ترى اصالة التاريخ مجسدة امامك بكل ما يحتويه المكان من متحف ومقهى ومطعم وسوق شعبي وقاعات للاجتماعات والمناسبات الخاصة والعامة  وقد خصص رسوم رمزيه للدخول  بمقدار ٢٠ ريال للكبار ومجانا للصغار والذين يقصدون تناول الطعام .,10
جميل المتحف.,10
جميل ويوجد بها محلات كثيرة,10
قريه هادئه ... بها سوق شعبي و كافيه ومطعم وقاعة اجتماعات,10
"المطعم لذيييييذ
لكن تشغيل الاغاني بصوت صاخب مززززعج جدا وخصوصا مع الاذان",10
الدخول على الشخص ٢٠﷼ و غير الأكل كل شي يجنن استمتعت في كل دقيقه صراحه,10
المكان جدا رائع ويستحق الزيارة وبه متحف جميل وقيم تذكرنا بايام الطفولة كذلك يوجد داخلة مطعم اكله لذيذ,10
تعتبر هذه القرية الشعبية معلماً بارزاً من معالم المنطقة الشرقية عموماً والدمام خصوصاً ، استقبال متميز بالابتسامة والترحيب ، ورسوم الدخول بسعر معقول ، وأما المبنى فتحفة معمارية كبيرة ، والجلسات متنوعة الشكل مابين جلسات أرضية وطاولات مفتوحة …,10
روعه ولكن اسعار الدخول مبالغ فيها بزياده,10
"المكان جميل جداً ماشاء الله تبارك الله ولكن لي عتب على  رسوم الدخول 20 ريال على شان المتحف طيب انا شفت المتحف ما ابغى اطلع فوق،،،فقط ابغى المطعم تحت أرجوا منكم جعل الرسوم على المتحف فقط وشكراً لكم🌹🌹",10
مطعم واسع وجلسات متعددة تحكي العديد من ثقافات المملكة ومتحف مميز تجد فيه الماضي الجميل. ويستحق الزيارة. …,10
"ما شاء الله تبارك الله شي جميل ويشرح الصدر
ترتيب ونظافه والمطعم جدا حلو
الحمدلله على وجود مثل هذا المكان الذي يبرز التراث بجميع اشكاله والوانه وحقباته الزمنيه",10
"ممتاز وجميل والأجواء رائعة والمنيو والأسعار والطعام جيدة جدا ولاكن يوجد رسوم للدخول 20 ريال للشخص لايوجد مشكلة بدفع الرسوم وتم التحدث مع الإدارة عدة مرات على الاقل مقابل رسوم الدخول وضع الشاي والقهوة مجانا للزبائن بعد تناول وجبة الغداء او العشاء ولاكن لم يستجيبو للأسف مع العلم لاتكلف شيء وشكرا .",10
"الأكل الشعبي عنده ولا غلطة، لولا الأسعار الغالية في كل الأصناف تقريباً، المكان هو متحف مع مطعم، يعتبر نزهة واسترجاع ذاكرة الآباء والأجداد. وأعتبره  الخيار الأول إذا عندي ضيوف، يبيض الوجه للولائم لأنه لذيذ، وتتميز الطلبات الخارجية بانضباط المواعيد، و بإعجاب  كل المدعوين للوليمة",10
"توجد رسوم دخول ٢٠ ريال لكل شخص قبل الدخول بشكل عام هذا غير طلبات المطعم. ان كنت تريد المتحف ومن ثما المطعم الافضل انك تدخل قبل و٣ت العشاء او الغداء بي ساعتين اما من اجل المطعم فلا انصحك",10
"المكان كان افضل بكثير في السابق الان اصبح مادي اكثر دخول ب ٢٠ ريال للفرد والجلسه ب ٥٠ ريال! المفترض يوضع بوابه للمتحف ويدفع له رسوم اما الجلسه ب ٥٠ !!! ليه .. كنت لازم ازوره في كل مره اجي للشرقيه اما لان تتكرر بعد ما اصبح مادي جداً وفوق هذا الطعم تغير والخدمه في المطعم اسوى على صاحب المطعم ان يرجع نفسه ويستمع للعملاء ولا سوف يخسر",10
"جمميل يستحق الزياره
الدور الارضي مطعم
والدور الثاني المتحف
رسوم الدخول 20 ريال للشخص",10
الدخول برسوم .. والجلوس في الغرف الخاصة بفلوس .. جميل المكان .. ولكن لكي احجز لي جلسة ارضية لطلب الطعام  بمبلغ ٥٠ ريال  ليش هذا المبلغ المبالغ فيه فقط لاجلس في غرفة؟؟ …,10
مكان جميل جلسه هادئه ، قهوه السعودية روعه لا يفوتكم ام علي,10
"المكان جميل
لكن عندي اعتراض على موضوع إلزام كل الي يبي ياكل انه يدفع رسوم دخول لازم يكون في أماكن للاكل بدون رسوم",10
"مكان جميل ينصح بزيارته بعد انقضاء فترة توقف المطاعم ..
السايق لديهم جدا رائع ..",10
"قضينا وقت مره جميل صراحه اعطيه ١٠/١٠
خدمه واكل لذيذ ونظافه وترتيب راح تتكرر باذن الله بكل مره ننزل للدمام
الدخول ٢٠ للكبار يوجد متحف واماكن بيع اغراض تراثيه …",10
مكان رائع للسياحة فيه متحف جيد ومطعم ودكاكين لبيع منتجات قديمة ..,10
تسحق الزيارة.,10
مكان جميل يحتوي على تراث عريق من التحف و المقتنيات القديمة التي لها تاريخ وحضاره عشناها لها ذكريات . …,10
جججدا جميل ومرتب وسعرهم جدا ممتاز.. وايضا يمكنك التسوق بعض المستلزمات 👍🏻,10
مكان ممتاز يناسب العوائل وهادي ونظيف والعاملين فيه محترمين,10
ممتاز ومريح والدخول للشخص ٢٠ ريال ولكن اسعار الطعام عاليه  بالمطعم,10
تحوي مطعم ومتحف لمختلف الادوات والسيارات والحيوانات المحنطه سعر الدخول مرتفع ٢٠ ريال للكبار,10
"مكان رائع وجميل ولكن عيبهم غلاء السعر نوعاً ما والإضاءة ضعيفة جداً  والمتحف نقلوه كامل الى الواجهة البحرية",10
"متحف جميل و مطعم جميل اكلهم زين الاسعار عادية...
وفي اكل مناطق المملكة ..بس اذا تبون اكل بحري كثير ما فيه في طبخات منطقة الشرقية فقط اما اكلات بحرية بكثرة ما فيه …",10
"المطعم جيد ولكن السيء فيه هو دفع رسوم دخوليه كل مره
انا شفت المتحف مره وحده ولا اريد رؤيته مره اخرى
لماذا يجب ان ادفع رسوم دخول كلما اردت ان اتناول الغداء",10
افخم واكبر مطعم دخلته حتى الان .. الاكل رائع ولذيذ  .. اشكر طاقم العمل لديهم واسأل الله ان يبارك لصاحب المطعم .,10
"٩ رمضان و مساكم شعبي وافطار اليوم بوفيه راقي في مطعم القريه الشعبيه العريق في حي الشاطيء بالدمام على شارع محمد بن فهد
. …",10
"من ناحية الأكل لايعلى عليه ...
والمتحف متنوع ويستاهل الزيارة ...
لكن يعيبه المبالغة في سعر الدخول لكل شخص ب 20 ريال إلا الأطفال دون 10 سنوات مجانا...",10
"القرية الشعبية ماشالله روعه في التراث و المتحف و الحيوانات المحنطة
والقهوة العربية و الحنيني و الاستقبال ممتاز جدا",10
كل شي فيها من ماضي للحاضر مفروشات ملابس عطور ديكور كنب هدايا ورد العاب اطفال واقمشه فيها محل فساتين اطفال يجنن اسمه (بسكوتي) اسعار الفساتين شوي مرتفعه بس حلوه,10
المتحف محتوياته كثيرة الجلسة داخل القرية جميلة,10
موقع اكثر من رائع حيث يقع في موقع استراتيجي على امتداد كورنيش الدمام حيث يهتم الموقع بجميع التراثيات القديمه من سيارات وعملات نقديه واغلب الحيوانات المحنطه وغير ذالك الكثير من الاثريات اللتي يرغب الكثير بالتعرف اليها والاجمل من ذالك تصميم …,10
الدخول ٢٠ريال للشخص الكبيرلوجود متحف غير المطعم الغرفه الخاصه بسعر غير عن الجلسات المفتوحه مجانيه والطلب تدفع سعره قبل يوصلك,10
رائعة و وجباتهم لذيذة لكن كمية الطلب مع السعر غير متوافقين,10
السوق الشعبي النسائي يقع بالدمام على شارع الخزان تم تجديده الى مبنى بتصميم المساكن التراثيه القديمه جميل يظم محلات نسائية جميل للذكريات القديمة بتصميم الجديد بالقديم جيل الطيبين,10
"مطعم ومتحف في نفس الوقت تقع في حي الشاطئ بالقرب من الشيراتون على طريق الأمير محمد بن فهد وقريبا سوف تكون بمقرها الجديد على الواجهة البحرية بالدمام. تعد القرية الشعبية إحدى المعالم السياحية البارزة بالمنطقة الشرقية، حيث أن زيارتها تغني المرء …",10
نعم انها  معلم  سياحي  وتتمتع في مكان رائع  وساحر وأنصح جميع  العوال بزيرتها,10
"الاكل رائع لكن الدخول للبالغ ب20 ريال
واذا تبي كبينه تدفع زياده 50 ريال",10
"تجربة جميلة
متحف + سوق + حيوانات محنطة
وختامها
مطعم بأكل شعبي لذيذ",10
القرية جميلة جداً وفيها متحف رائع وسوق شعبي ومطعم أكله لذيذ لكنه غالي شوي .. الدخول برسوم للكبار للشخص٢٠ ريال وفيه بعض الأقسام في الداخل تحتاج رسوم ايضاً,10
"الصراحه يشعرك بأنك فعلا تعيش فى اجواء الماضى فيها اشياء تحف رائعه وقيمه لاتقدر بثمن",10
"صراحة وبكل امانه وصدق شكر بما تعنية الكلمة لي صاحب هذا المكان الأكثر من رائع القرية الشعبية  مكان يستحق الزيارة للجميع تحف اثرية جميلة لعدة قبائل
ويوجد ركن خاص بأهالي عسير والباحة والطائف وأهالي الشمال من تحف ونقوش على الجدار …",10
"مكان راااائع للاشياء التراثيه والقديمه الذي كانوا أجدادنا يستخدمونها انصح فيه
وايضا يوجد لديهم مطعم وجلسات ارضيه وعلى الطاوله",10
انصح كل من يزور المنطقة الشرقية الدمام يجرب زيارة القرية الشعبية مطعم و جلسات و متحف و سوق شعبي حاجه حلوه و تجربه رائعه,10
"موقع مميز نظافة وترتيب ويستاهل الزياره .
ملاحظاتي المفروض عند الجلوس والأكل في داخل القريه يكون بدون رسوم دخول أو تخصم 50% من رسوم الدخول للقريه …",10
"الجلسات جميله والاكل لذيذ و المتحف الاثري الدور الثاني والأسواق شعبيه
الدخول للشخص الواحد ٢٠ ريال وحجز الغرفة ١٠٠ ريال للعوائل",10
كل شي جميل وأشكر موظف الأستقبال خالد محمد على أخلاقه العاليه وسوف تتكرر الزياره بأذن الله كما اني اوصي كل من هو قادم من خارج الشرقيه بزياره هذا المعلم الجميل,10
"ديكور المطعم جميل جداً والمتحف ايضاً
،،الاكل تكرم النعمه ماله طعم طلبت مرقوق وهريس ومندي
الدخوليه سعرها مرتفع المفترض تكون ع من يريد زيارة المتحف فقط لان ليس من المعقول …",10
رساله الى المدير التنفيذي للقرية الموقع والمكان والتصميم ممتاز فقط ... كيف  تدير القرية يحتاج إلى تغيير سياسات إدارة القرية,10
"روعه روعه روعه
متحف متكامل لجميع الاثاروالمتاحف لجميع مناطق المملكه والخليج العربي
يوجد فيه المطعم وسوق تراثي …",10
"جميل جدا ،، كلما جاءني زائر اخدتهم لزيارة المكان مرتب وممتع وموقعه ممتاز",10
المكان جميل يستحق الزياره، لكن لا انصح بالاكل فيه، لانه اقل من عادي وغالي,10
"يوجد محلات تجارية ومطعم ومقهى ومتحف
رسوم دخول ب ٢٠ ريال
المطعم جيد نوعا ما …",10
"انا القديمه اللي تحب القديمين
وانا أسيرة المآضي وذكريآته
المطعم جيد لا باس الناس بالأكل تختلف اذواقها ديزاين تراثي جميل",10
المكان جميل والاكل جيد لكن اكبر غلط وضع رسوم على الدخول خاص لمرتادي المطعم والرسوم خاص بالمعرض !!,10
مكان ممتاز وجميل ويفتح النفس مثل صاحبها ابداع في تصميم المكان بدقه ولكن سعر الدخول غالى ٢٠ ريال  ياليت يكون ارخص,10
يستاهل الزيارة مزار سياحي من عدة  ادوار و يوجد فيه مطعم و متحف صغير ومحلات بيع شعبيه  وعرض لبعض سيارات الملك سلمان بن عبدالعزيز آل سعود,10
"ممتعة وترحيب جيد ولكن زحمة أسبوع وينتقلون للمبنى الكبير على الكورنيش

بل انتقلوا للمبنى الحديد
وهذه صوره",10
المكان عبارة عن مقهى ومتحف ومطعم وسوق شعبي صغير,10
مره جميل والاكل يفوز بس الاسعار غاليه,10
مكان جداً رائع وتراث اجدادنا واستقبال روعه,10
من أجمل الأماكن التي زرتها ..كل شي رائع ومذهل.,10
ممتازة جداً ورسوم الدخول رمزيه مقارنة في الخدمات الممتازه والسريعه بالاستجابة وكما ان المتحف التراثي اعطاها طابع خاص جداً وجميل للتذكر الماضي الجميل وتعليم الاجيال القادمة بطريقة مميزه للمواطن والمقيم,10
"مكان جميل مع الشتاء اجمل❤️",10
"على كرنيش الدمام الواجهة البحرية .
فيها مطاعم وكذالك متاحف واشياء قديمة .
ترجع بها ذاكرتك للماضي الجميل",10
"المتحف والديكور والخدمه ممتازه بالنسبه للأكل
أنا طلبت بطاطس وسمبوسه جبن ومسقعه ومشاوي مشكله كان جيد",10
"مكان جميل مكون من كبائن عائلية و طاولات مفتوحة و يتوسط المكان كوفي شوب و الطابق العلوي متحف جميل يحتوي على أشياء قديمة و سيارات بما فيها سيارة الملك سلمان بن عبدالعزيز و كذلك استوديو تصوير و أشياء أخرى يستحق الزيارة",10
"اجواء رائعه  مناسب للعوائل
اسعار مناسبه",10
"المبنى مجدد فخم عبارة عن متحف شعبي ومطعم يقدم أكلات شعببة ومشاوي ومقبلات
الدخول برسوم تذكرة الكبار ٢٠ ريال وتذكرة الصغار ١٠ ريال
موقعه جميل على كورنيش الدمام",10
"المكان ممتاز جدا ويعيد ذكريات جميله
لكن بخصوص المطعم اتمنى مراجعة الأسعار لانها مبالغ فيها بشكل كبير",10
"يستحق الزيارة 👍👍👍
لمحبي الأكلات الشعبية
اكلات شعبية لأغلب مناطق المملكة
والمتحف إلي في القرية ثري بالقطع القديمة والوثائق",10
"للأسف كان مطعمهم القديم أفضل من جميع النواحي .. أول زيارة للمقر الجديد وآخر زيارة .. تم إضافة مبالغ اضافية على دخول الشخص ٢٠ ريال فقط دخول والجلسة كانت مجانية أصبحت ٥٠ ريال يعني ٥ أشخاص فقط دخول وجلوس ١٥٠ ريال بدون أي مشروب أو أكل .. كميات …",10
كانت زيارة جيدة الرسوم للشخص ب ٢٠ ريال غير المطعم و المحلات و فعالية الرسم للأطفال بالاضافه الى المتحف .. انصح بطلب براد شاهي مع نعناع 👍,10
تجربتى لدخول القريه الشعبيه مناضر تاريخيه ممتازه ولاكن يجب تخفيض رسوم الدخول وكذلك تخفيض اسعار الغرف ورتفاع اسعار المطاعم بشكل باهض جدآ.. وكيف نسلم تذاكر لدخول ونسلم تذاكر للغرف لطعام. يعنى الي يزورها مره واحده لن يزورها مره اخرى بسبب اسعارها المرتفعه جدآ,10
مطعم ومتحف جميل حيث سيتم نقله على الواجهه البحرية قريبا يستحق الزيارة تكررا,10
هي ممتازة واكلها رائع لكن الضرائب على الجلسات و ايضا الدخول ب ٢٠ ريال للفرد هذا جدا غالي,10
مكان رائع للمتعة والتجول في المتحف في الدور الأول كذلك الاكل بجانب المقهى الشعبي,10
القرية الشعبية مناضر رهيب جدا وجمعت الاهل بس مناسب جدا,10
مكان  ممتاز   وحلو   جدا   للعوائل    يظم  مطعم  ومتحف   ومطل   على الكورنيش   يستحق الزياره  مره  اخرى,10
مكان شعبي جميل باكلاته الشعبيه بس للاسف توقف العمل فيه وبقي كمعلم للمنطقه,10
حلوه بس احس بدأو يطمعون شوي في الأسعار ولكن بشكل عام المكان جميل,10
"المكان جميل والأكل ممتاز لكن الأسعار مبالغ فيها
وهناك استغلال مثلا الغرفه بخمسين ريال وتذكرة الدخول بعشرين
والمعامله سيئة",10
تقدر تااكل وتقدر تجدول مطعم ومتحف ممتاز معى الاهل. 😅🤙🏾,10
المكان جميل وممتع والاكل لذيذ لكن سعر الدخول مبالغ فيه الشخص 20 ريال ليه؟ والجلسه وانت بتطلب تتعشا ياخذون رسوم 50 ريال اعتقد الاسعار مبالغ فيها جدا جدا,10
مكان جميل على كورنيش الدمام يحمل التراث القديم في داخلها مطعم لجميع الماكولات الحديثه والقديمه وكذالك يوجد بداخلها متحف للتراث القديم 👍👍,10
"رائع بمعنى الكلمه ومناسب لجميع افراد العائلة
اتمنى يحافظ على مستواه ..",10
مكان مميز لكن ملاحظتي ان الاسعار للمحلي اعلى من السفري مع انها نفس الأصناف( غريبة ),10
مكان شعبي جميل و الاكل ممتاز جدا غالبيه الاكلات الشعبيه لها مذاق تيد الخدمه ممتازه والاسعار كذلك ممتازه والجو العام جميل,10
المكان جميل جدا والاكل لذيذ ولكن الاسعار غاليه شوي من غير الدخول .,10
رااااائع ... أنصح بزيارته... استمتعنا مع أطفالنا...,10
مبنى تراثي جميل به جلسات من التراث .. وبعض المواد  والحرف التراثية,10
المكان متعوب عليه خصوصا المتحف .. تمنيت فيه معلومات اكثر على القطع الموجوده,10
الصراحة روعة وترتيب ومكان حلو للزيارة طبعًا تحت فيه مطعم وكوفي وفوق فيه المتحف والاسواق الشعبية ورسوم الدخول للمتحف عشرين ريال بس فيه ملاحظة ودي ادارة المكان تنتبهلها وهي ان العمال اللي يقدمون الطعام ياليت يهتمون برائحتهم شوي,10
"القرية الشعبية  مكان حلو الدور الثاني فيه معرض  ومحلات
الدور الأرضي
الإيجابيات  الاكل حلو  خصوصا الجريش والمثلوثه …",10
ممتازه للعوائل يوحد بها جلسات خاصه وعادي جميل جدا يوحد بداخله متحف ايضا انصح بزيارته,10
مرة تجنن مرتبة و فيها متاحف لتراث القديم ومطعم هي مكان سياحي. لاي مواطن يدخل عليها عشان يتعرف على التراث القديم او الي حابب ياكل. والتمن بسيط ومناسب ممكن لاي واحد يدفع تذكرة حق دخولها.,10
"الاكل اكثر من رائع
تنوع بالجلسات (جلسات مفتوحة،جلسات سواتر،غرف للجلسات الارضية)
المطعم مجدد بالكامل",10
"بكل صراحه مكان ممتاز للعوائل يعرض بعض الاشياء القديمه

وعندهم مطعم حلو وبالذات البرياني جميل …",10
"مكان رائع وانيق تنظيم مابعده اصطاف متعاون لابعد حدود اكل لذيذ جدا ومكان ممتع  للعائلات صراحه اشكرك جدا بمن   فكر اقامه هذا الصرح الجميل و هذه القريه بكل ما تعني من كلمه اشكر كل شخص مد ايده لبناء هذا المكان الجميل الرائع الله يحفظ هذه البلد من ملك  وولي عهده والشعب السعودي اجمعين وشكرا",10
مكان جميل  وراقي وفيه كثير من الأقسام,10
الاكل لذيذ لكن سعره مرتفع قليلا والدخول للقرية برسوم ٢٠تقريبا للشخص,10
"الاكل صراحه لذيذ لاكن الاسعار مرررره مبالغ فيه وبالنسبه لدخول كان ب١٠ والان بعشرين مو كل مره ادخل اشوف المتحف اتمنى يراجعون اسعارهم وان يكون الدخول مجانا الى اللي يبي يدخل المتحف يدفع",10
"الدخول ب 20 ريال للشخص البالغ

تجربه جيده وتغيير روتين بشكل مختلف لوجود المتاحف والسيارات الكلاسيكيه القديمة …",10
المكان جديد وشغل الماضي الشعبي  الجميل حاضر وبقوة القريه كبيرة.. بخصوص الاكل المبدعين فيه الاكل الشعبي السعودي فقط مع مقبلات وسلطات  شوربة مرق لحم شوربة جريش باللحم حلوة.. المشوي عادي جدا  البرياني جيد . الدخول برسوم للكبير والصغار مجانا ..ويعتبر واجه لاهل ولزوار الشرقيه .تمنياتي لهم بالتوفيق وتقديم الافضل,10
"المتحف الدخول للنفر ب20 ريال وفيه جلسات مجانيه في الخلف
الاكل جيد والمكان نظيف",10
"جميل وفيه أشياء كثيرة تذكرنا بالتراث لكن للسف اسعار ه مبالغ فيها جدآ",10
لا تعليق ... شكرا لكم من جميع النواحي .. طبخ تعامل راقي لذة طعام ... مكان لا غبار عليه ...,10
المكان جميل صح غالي ولكن مميز الاكل والخدمه ممتازه,10
"حلو انك تشوف أشياء أثريه",10
"ما شاء الله المكان جدا روعه  طاقم الموظفين جدا طيبين  و تعامل راقي جدا",10
المكان جميل جداً وواسع الطاقم متعاون المتحف بالدور العلوي كنزززز,10
سوق شعبي   حديث  متكامل    ملابس  اثاث     تحف   انصح فيه,10
قرائه الوصف دون زيارتها لن يجعلك تحصل على السعادة التي تبحث عنها لكن زور القريه تجعلك تشعر بمزيج مخضرم من العصر الحديث والحضارة القديمه معآ,10
جيدة للعوايل فيه خصوصية يعني اذا تبغا غرف مقفله,10
رائعة ومكان جميل بس لو يرخصون اسعار التذاكر,10
الدخول للشخص الواحد 20 ريال والاطفال بدون عمر مجانا الغرف ( 50 ) ريال الصغير للكبير ( 100 ) ريال عكس القرية الشعبية الفرع القديم الذي ازيل كانت الغرف مجانا طبعا هذا غير الطلبات طبعا في تغير نكهات الاكلات غير عن اول,10
ذكريات الاندلس,10
جلسات حلوة ومكان جميل للعائلات ولكن ليس بأيام الرطوبة,10
ممتازة جدا و تطل على الكورنيش مباشرة و اسعارهم مناسبة لكن المقهى المطل على البحر غير مفتوح و كذلك سعر الدخول غالي نوع ما 20 ريال للشخص الواحد,10
مطعم ومقهى ومتحف وعلى الواجهه البحرية واكلهم لذيذ,10
مكان جميل يستحق الزيارة,10
بغض النظر عن طبخه اللذيذ .. بس اشوف الوضع اوفر بالنسبه لموضوع قيمة الدخول  .. 10 ريال كثيره اذا الواحد جا مع عائلته .. خاصة اذا الواحد معاه 6 او 7 اشخاص .. لازم يتم مراجعة السعر,10
"المكان جميل جميل والاكل لذييذ والسوق الشعبي فيه اشياء حلوه",10
سمبوسة الدجاج والمقلقل روووووووعة والله أنصحكم بمقلقل الدجاج,10
"ممتاز جداً  خدمة ونظافة واستقبال رائع الدخول ارتفع من ١٠ ﷼ للشخص الى ٢٠﷼",10
قرية شعبية جميلة جدا ومناسبة للعوائل فيها متحف وسوق شعبي واستديو للتصوير وغرف خاصة للعوائل واكلهم ممتاز جدا,10
قد تجد بعض البضائع قيمتها أقل هنا.... سوق متنوع,10
"صرحه مكان راائع جدا ماشاءالله وممتع وفيه صور وعملات قديييمه جدا وكل شي اثري موجود فيه  تحس انه راعي المكان تعب لين مااجمع هالاشياء صراحه شغل متعوب عليه..",10
"لابأس فيه محلات حلوه ومحلات فوق سعر السوق عموما الاحساء الاسعار غاليه غير عن المناطق الثانيه",10
للأمانه انه نظيف وجيد لكن مبالغ في الجلسه والدخول كل شي له سعر نرجو عدم الدفع عند دخول القرية الشعبيه,10
